"date","close","volume","open","high","low"
"2014/11/19","114.6700","41815550.0000","115.4400","115.7400","113.8000"
"2014/11/18","115.4700","44163250.0000","113.9400","115.6900","113.8900"
"2014/11/17","113.9900","46687710.0000","114.2700","117.2800","113.3000"
"2014/11/14","114.1800","43789060.0000","113.1500","114.1900","113.0500"
"2014/11/13","112.8200","59418180.0000","111.8000","113.4500","111.6000"
"2014/11/12","111.2500","46372630.0000","109.3800","111.4300","109.3700"
"2014/11/11","109.7000","27330410.0000","108.7000","109.7500","108.4000"
"2014/11/10","108.8300","27066060.0000","109.0200","109.3300","108.6700"
"2014/11/07","109.0100","33655280.0000","108.7500","109.3200","108.5500"
"2014/11/06","108.7000","34733740.0000","108.6000","108.7900","107.8000"
"2014/11/05","108.8600","37365530.0000","109.1000","109.3000","108.1250"
"2014/11/04","108.6000","41423660.0000","109.3600","109.4900","107.7200"
"2014/11/03","109.4000","52154490.0000","108.2200","110.3000","108.0100"
"2014/10/31","108.0000","44550790.0000","108.0100","108.0400","107.2100"
"2014/10/30","106.9800","40572000.0000","106.9590","107.3500","105.9000"
"2014/10/29","107.3400","52545580.0000","106.6500","107.3700","106.3600"
"2014/10/28","106.7400","47689070.0000","105.4000","106.7400","105.3500"
"2014/10/27","105.1100","34086120.0000","104.8500","105.4800","104.7000"
"2014/10/24","105.2200","46937880.0000","105.1800","105.4900","104.5300"
"2014/10/23","104.8300","70760150.0000","104.0800","105.0510","103.6300"
"2014/10/22","102.9900","68140010.0000","102.8400","104.1100","102.6000"
"2014/10/21","102.4700","93786680.0000","103.0200","103.0200","101.2700"
"2014/10/20","99.7600","75705040.0000","98.3150","99.9600","98.2200"
"2014/10/17","97.6700","67723910.0000","97.5000","99.0000","96.8100"
"2014/10/16","96.2600","72017830.0000","95.5500","97.7200","95.4100"
"2014/10/15","97.5400","99942790.0000","97.9700","99.1500","95.1800"
"2014/10/14","98.7500","63287170.0000","100.3900","100.5200","98.5700"
"2014/10/13","99.8100","53437060.0000","101.3300","101.7800","99.8100"
"2014/10/10","100.7300","66249770.0000","100.6900","102.0300","100.3000"
"2014/10/09","101.0200","77283330.0000","101.5400","102.3800","100.6100"
"2014/10/08","100.8000","57329820.0000","98.7600","101.1100","98.3100"
"2014/10/07","98.7500","42003200.0000","99.4300","100.1200","98.7300"
"2014/10/06","99.6200","36780620.0000","99.9500","100.6500","99.4200"
"2014/10/03","99.6200","43419580.0000","99.4400","100.2100","99.0400"
"2014/10/02","99.9000","47697150.0000","99.2700","100.2200","98.0400"
"2014/10/01","99.1800","51400260.0000","100.5900","100.6900","98.7000"
"2014/09/30","100.7500","55119980.0000","100.8100","101.5400","100.5300"
"2014/09/29","100.1100","49263260.0000","98.6500","100.4350","98.6300"
"2014/09/26","100.7500","62276770.0000","98.5300","100.7500","98.4000"
"2014/09/25","97.8700","99689300.0000","100.5100","100.7100","97.7200"
"2014/09/24","101.7500","59974260.0000","102.1600","102.8500","101.2000"
"2014/09/23","102.6400","63255860.0000","100.6000","102.9400","100.5400"
"2014/09/22","101.0600","52421660.0000","101.8000","102.1400","100.5800"
"2014/09/19","100.9600","70747430.0000","102.2900","102.3500","100.8800"
"2014/09/18","101.7900","36971170.0000","101.9300","102.3500","101.5600"
"2014/09/17","101.5800","60783090.0000","101.2700","101.8000","100.5922"
"2014/09/16","100.8600","66754370.0000","99.8000","101.2600","98.8900"
"2014/09/15","101.6300","61169670.0000","102.8100","103.0500","101.4400"
"2014/09/12","101.6600","62826040.0000","101.2100","102.1900","101.0800"
"2014/09/11","101.4300","62077230.0000","100.4100","101.4400","99.6200"
"2014/09/10","101.0000","100352500.0000","98.0100","101.1100","97.7600"
"2014/09/09","97.9900","189419500.0000","99.0800","103.0800","96.1400"
"2014/09/08","98.3600","46176570.0000","99.3000","99.3100","98.0500"
"2014/09/05","98.9700","58280030.0000","98.8000","99.3900","98.3100"
"2014/09/04","98.1200","85537710.0000","98.8500","100.0900","97.7900"
"2014/09/03","98.9400","125000400.0000","103.1000","103.2000","98.5800"
"2014/09/02","103.3000","53227770.0000","103.0600","103.7400","102.7200"
"2014/08/29","102.5000","44516120.0000","102.8600","102.9000","102.2000"
"2014/08/28","102.2500","68368740.0000","101.5900","102.7800","101.5600"
"2014/08/27","102.1300","46807000.0000","101.0200","102.5700","100.7000"
"2014/08/26","100.8890","33079170.0000","101.4200","101.5000","100.8600"
"2014/08/25","101.5400","40087220.0000","101.7900","102.1700","101.2800"
"2014/08/22","101.3200","44028280.0000","100.2900","101.4700","100.1900"
"2014/08/21","100.5800","33377530.0000","100.5700","100.9400","100.1100"
"2014/08/20","100.5700","52565000.0000","100.4400","101.0900","99.9500"
"2014/08/19","100.5300","69189840.0000","99.4100","100.6800","99.3200"
"2014/08/18","99.1600","47285630.0000","98.4900","99.3700","97.9800"
"2014/08/15","97.9800","48938120.0000","97.9000","98.1900","96.8600"
"2014/08/14","97.5000","28056530.0000","97.3300","97.5700","96.8000"
"2014/08/13","97.2400","31866630.0000","96.1500","97.2400","96.0400"
"2014/08/12","95.9700","33485870.0000","96.0400","96.8800","95.6100"
"2014/08/11","95.9900","36459430.0000","95.2700","96.0800","94.8355"
"2014/08/08","94.7400","41783300.0000","94.2600","94.8200","93.2800"
"2014/08/07","94.4800","46553350.0000","94.9300","95.9500","94.1000"
"2014/08/06","94.9600","38463700.0000","94.7500","95.4800","94.7100"
"2014/08/05","95.1200","55861030.0000","95.3600","95.6800","94.3600"
"2014/08/04","95.5900","39860740.0000","96.3700","96.5800","95.1700"
"2014/08/01","96.1300","48379730.0000","94.9000","96.6200","94.8100"
"2014/07/31","95.6000","56625420.0000","97.1600","97.4500","95.3300"
"2014/07/30","98.1500","32978480.0000","98.4400","98.7000","97.6700"
"2014/07/29","98.3800","42957960.0000","99.3300","99.4400","98.2500"
"2014/07/28","99.0200","54926940.0000","97.8200","99.2400","97.5500"
"2014/07/25","97.6710","43384590.0000","96.8500","97.8400","96.6400"
"2014/07/24","97.0300","45609040.0000","97.0350","97.3200","96.4200"
"2014/07/23","97.1900","90937230.0000","95.4200","97.8800","95.1700"
"2014/07/22","94.7200","54297530.0000","94.6800","94.8900","94.1200"
"2014/07/21","93.9390","38792960.0000","94.9900","95.0000","93.7200"
"2014/07/18","94.4300","49838110.0000","93.6200","94.7400","93.0200"
"2014/07/17","93.0899","57111160.0000","95.0300","95.2790","92.5700"
"2014/07/16","94.7800","53323940.0000","96.9700","97.1000","94.7400"
"2014/07/15","95.3200","45187420.0000","96.8000","96.8500","95.0300"
"2014/07/14","96.4500","42643760.0000","95.8600","96.8900","95.6500"
"2014/07/11","95.2200","33960300.0000","95.3600","95.8900","94.8625"
"2014/07/10","95.0350","39633800.0000","93.7600","95.5500","93.5200"
"2014/07/09","95.3900","36267350.0000","95.4400","95.9500","94.7600"
"2014/07/08","95.3500","65111960.0000","96.2700","96.8000","93.9200"
"2014/07/07","95.9680","54809030.0000","94.1400","95.9900","94.1000"
"2014/07/03","94.0300","22891750.0000","93.6700","94.1000","93.2000"
"2014/07/02","93.4800","28414310.0000","93.8650","94.0600","93.0900"
"2014/07/01","93.5200","38156280.0000","93.5200","94.0700","93.1300"
"2014/06/30","92.9300","49474230.0000","92.1000","93.7250","92.0900"
"2014/06/27","91.9800","61758200.0000","90.8200","92.0000","90.7700"
"2014/06/26","90.9000","32528680.0000","90.3700","91.0500","89.8000"
"2014/06/25","90.3600","36835900.0000","90.2100","90.7000","89.6500"
"2014/06/24","90.2800","38977670.0000","90.7500","91.7400","90.1900"
"2014/06/23","90.8300","43611710.0000","91.3200","91.6200","90.6000"
"2014/06/20","90.9100","100478600.0000","91.8500","92.5500","90.9000"
"2014/06/19","91.8600","35476080.0000","92.2900","92.3000","91.3389"
"2014/06/18","92.1800","33314720.0000","92.2700","92.2900","91.3500"
"2014/06/17","92.0800","29684620.0000","92.3100","92.7000","91.8000"
"2014/06/16","92.2000","35371460.0000","91.5100","92.7500","91.4500"
"2014/06/13","91.2800","54406640.0000","92.2000","92.4400","90.8800"
"2014/06/12","92.2900","54628650.0000","94.0400","94.1200","91.9000"
"2014/06/11","93.8600","45528740.0000","94.1300","94.7600","93.4700"
"2014/06/10","94.2500","62563070.0000","94.7300","95.0500","93.5700"
"2014/06/09","93.7000","75295450.0000","92.7000","93.8800","91.7500"
"2014/06/06","92.2243","87403076.0000","92.8428","93.0371","92.0671"
"2014/06/05","92.4785","75796583.0000","92.3143","92.7671","91.8014"
"2014/06/04","92.1171","83735285.0000","91.0628","92.5557","90.8728"
"2014/06/03","91.0771","73043412.0000","89.7800","91.2485","89.7500"
"2014/06/02","89.8071","92179668.0000","90.5657","90.6900","88.9285"
"2014/05/30","90.4285","140860202.0000","91.1400","92.0243","89.8428"
"2014/05/29","90.7685","93737728.0000","89.6928","90.9814","89.6814"
"2014/05/28","89.1443","78793704.0000","89.4314","89.9757","89.1114"
"2014/05/27","89.3757","86840486.0000","87.9828","89.4085","87.9471"
"2014/05/23","87.7328","57918367.0000","86.7500","87.8184","86.6385"
"2014/05/22","86.7528","50142667.0000","86.6571","87.1214","86.3000"
"2014/05/21","86.6157","49184983.0000","86.2614","86.6714","86.0085"
"2014/05/20","86.3871","58232373.0000","86.3585","86.6285","85.8185"
"2014/05/19","86.3700","78819884.0000","85.4071","86.7614","85.3328"
"2014/05/16","85.3585","68960136.0000","84.0900","85.3614","83.6285"
"2014/05/15","84.1171","57427744.0000","84.9571","85.2285","84.0057"
"2014/05/14","84.8385","41505203.0000","84.6328","85.3428","84.5343"
"2014/05/13","84.8228","39854512.0000","84.5714","84.9343","84.3857"
"2014/05/12","84.6900","53184042.0000","83.9271","84.8085","83.9143"
"2014/05/09","83.6489","72767192.0000","83.5057","83.7500","82.9043"
"2014/05/08","83.9985","57243511.0000","84.0357","84.9157","83.7714"
"2014/05/07","84.6185","70532231.0000","85.0357","85.3271","83.9614"
"2014/05/06","84.9157","93468228.0000","85.9714","86.3442","84.9157"
"2014/05/05","85.8514","71523851.0000","84.3057","85.8571","84.2857"
"2014/05/02","84.6543","47673150.0000","84.6200","84.8857","84.2443"
"2014/05/01","84.4971","60958860.0000","84.5714","84.9714","83.7657"
"2014/04/30","84.2985","114029614.0000","84.6628","85.6328","84.2571"
"2014/04/29","84.6185","84049445.0000","84.8200","85.1400","84.2157"
"2014/04/28","84.8700","167001640.0000","81.8285","85.1071","81.7928"
"2014/04/25","81.7057","97435199.0000","80.6471","81.7128","80.5657"
"2014/04/24","81.1100","189588407.0000","81.1728","81.4285","80.1043"
"2014/04/23","74.9643","93473618.0000","75.5800","75.8757","74.9214"
"2014/04/22","75.9570","50607747.0000","75.4728","75.9751","75.2144"
"2014/04/21","75.8814","45546494.0000","75.0485","76.0200","74.8514"
"2014/04/17","74.9914","70978621.0000","74.2857","75.3943","74.1714"
"2014/04/16","74.1443","52515794.0000","74.0071","74.4414","73.4479"
"2014/04/15","73.9942","66461884.0000","74.3243","74.5200","73.0471"
"2014/04/14","74.5257","51252748.0000","74.5571","74.5943","73.8871"
"2014/04/11","74.2300","67920698.0000","74.1428","74.6900","73.8771"
"2014/04/10","74.7828","59701814.0000","75.8114","76.0343","74.7385"
"2014/04/09","75.7600","51357706.0000","74.6628","75.7843","74.5743"
"2014/04/08","74.7771","60880929.0000","75.0271","75.1600","74.1000"
"2014/04/07","74.7814","72146992.0000","75.4314","75.8428","74.5557"
"2014/04/04","75.9743","68615246.0000","77.1157","77.1428","75.7971"
"2014/04/03","76.9700","40472773.0000","77.3414","77.5000","76.8057"
"2014/04/02","77.5071","44803807.0000","77.4828","77.6400","77.1800"
"2014/04/01","77.3785","50069657.0000","76.8228","77.4100","76.6814"
"2014/03/31","76.6771","41787976.0000","77.0328","77.2585","76.5614"
"2014/03/28","76.6943","49703046.0000","76.9028","76.9914","76.3214"
"2014/03/27","76.7800","55330425.0000","77.1450","77.3571","76.4457"
"2014/03/26","77.1114","74394902.0000","78.0743","78.4285","76.9800"
"2014/03/25","77.8557","70284361.0000","77.3571","77.9643","77.0843"
"2014/03/24","77.0271","88674487.0000","76.9171","77.2143","76.4371"
"2014/03/21","76.1243","93431688.0000","75.9900","76.2500","75.1900"
"2014/03/20","75.5285","52017415.0000","75.6985","76.0957","75.3357"
"2014/03/19","75.8943","56077605.0000","76.0371","76.6057","75.5714"
"2014/03/18","75.9143","52279152.0000","75.1285","75.9957","75.0286"
"2014/03/17","75.2485","49725201.0000","75.3857","75.7100","75.1214"
"2014/03/14","74.9557","59166181.0000","75.5414","75.8414","74.7143"
"2014/03/13","75.8071","64314038.0000","76.7771","77.0943","75.5943"
"2014/03/12","76.6585","49819071.0000","76.3585","76.7643","76.0000"
"2014/03/11","76.5843","69791288.0000","76.4928","76.9628","76.0843"
"2014/03/10","75.8457","44638950.0000","75.4800","76.1900","75.4770"
"2014/03/07","75.7771","55164427.0000","75.8700","75.9971","75.1500"
"2014/03/06","75.8214","46363282.0000","76.1128","76.3485","75.4428"
"2014/03/05","76.0514","50000910.0000","75.8457","76.3928","75.5900"
"2014/03/04","75.8914","64772440.0000","75.8571","76.0914","75.3957"
"2014/03/03","75.3943","59671581.0000","74.7743","75.8071","74.6871"
"2014/02/28","75.1771","92930208.0000","75.5828","76.1071","74.5885"
"2014/02/27","75.3814","75444623.0000","73.8771","75.5400","73.7214"
"2014/02/26","73.9071","69024270.0000","74.8014","75.0000","73.6571"
"2014/02/25","74.5800","57961606.0000","75.6257","75.6521","74.4285"
"2014/02/24","75.3643","72208942.0000","74.7357","75.7028","74.6314"
"2014/02/21","75.0357","69688045.0000","76.1133","76.3671","74.9428"
"2014/02/20","75.8785","76457383.0000","76.1414","76.7143","75.5714"
"2014/02/19","76.7671","78415914.0000","77.8214","78.1271","76.3357"
"2014/02/18","77.9985","65048101.0000","78.0000","78.7414","77.9443"
"2014/02/14","77.7128","68395257.0000","77.4957","77.9971","77.3157"
"2014/02/13","77.7757","76790093.0000","76.3800","77.8357","76.3143"
"2014/02/12","76.5600","76994423.0000","76.7071","77.0800","76.1771"
"2014/02/11","76.5657","70489461.0000","75.8014","76.8214","75.6428"
"2014/02/10","75.5700","86342646.0000","74.0943","75.9985","74.0000"
"2014/02/07","74.2400","93444918.0000","74.4828","74.7042","73.9114"
"2014/02/06","73.2157","64415139.0000","72.8657","73.3571","72.5443"
"2014/02/05","73.2271","82072855.0000","72.3657","73.6114","72.3217"
"2014/02/04","72.6843","94166758.0000","72.2643","72.7800","71.8228"
"2014/02/03","71.6471","100347900.0000","71.8014","72.5328","71.3286"
"2014/01/31","71.5143","116191705.0000","70.7400","71.6471","70.5071"
"2014/01/30","71.3974","169602001.0000","71.7914","72.3571","70.9571"
"2014/01/29","71.5357","125679438.0000","71.9928","72.4814","71.2314"
"2014/01/28","72.3571","266302550.0000","72.6800","73.5714","71.7243"
"2014/01/27","78.6428","135926881.0000","78.5814","79.2571","77.9643"
"2014/01/24","78.0100","107943182.0000","79.1428","79.3743","77.8214"
"2014/01/23","79.4543","100803600.0000","78.5628","79.5000","77.8295"
"2014/01/22","78.7871","94941728.0000","78.7021","79.6128","78.2585"
"2014/01/21","78.4385","81897015.0000","77.2843","78.5814","77.2028"
"2014/01/17","77.2385","106660852.0000","78.7828","78.8671","77.1285"
"2014/01/16","79.1785","57313035.0000","79.2714","79.5500","78.8114"
"2014/01/15","79.6228","97888589.0000","79.0743","80.0285","78.8085"
"2014/01/14","78.0557","83082535.0000","76.8885","78.1043","76.8085"
"2014/01/13","76.5328","94612448.0000","75.7014","77.5000","75.6971"
"2014/01/10","76.1343","76235553.0000","77.1185","77.2571","75.8728"
"2014/01/09","76.6455","69762819.0000","78.1143","78.1228","76.4786"
"2014/01/08","77.6371","64158428.0000","76.9728","77.9371","76.9557"
"2014/01/07","77.1482","80172914.0000","77.7600","77.9943","76.8464"
"2014/01/06","77.7043","103132361.0000","76.7785","78.1143","76.2285"
"2014/01/03","77.2828","98046999.0000","78.9800","79.1000","77.2043"
"2014/01/02","79.0185","58661530.0000","79.3828","79.5757","78.8601"
"2013/12/31","80.1457","55761100.0000","79.1671","80.1828","79.1428"
"2013/12/30","79.2171","63265305.0000","79.6371","80.0128","78.9030"
"2013/12/27","80.0128","56385717.0000","80.5457","80.6300","79.9285"
"2013/12/26","80.5571","50906710.0000","81.1571","81.3571","80.4823"
"2013/12/24","81.0957","41888748.0000","81.4128","81.6971","80.8614"
"2013/12/23","81.4414","125072328.0000","81.1428","81.5314","80.3943"
"2013/12/20","78.4314","108738663.0000","77.9185","78.8014","77.8310"
"2013/12/19","77.7800","79939814.0000","78.5000","78.5714","77.6757"
"2013/12/18","78.6814","141217062.0000","78.5285","78.7785","76.9714"
"2013/12/17","79.2843","57137328.0000","79.4014","79.9200","79.0535"
"2013/12/16","79.6428","70547981.0000","79.2885","80.3770","79.2871"
"2013/12/13","79.2043","82974455.0000","80.4071","80.4114","79.0957"
"2013/12/12","80.0771","65465763.0000","80.3060","80.7628","80.0043"
"2013/12/11","80.1943","89783987.0000","81.0000","81.5671","79.9557"
"2013/12/10","80.7928","69101620.0000","80.5114","81.1257","80.1714"
"2013/12/09","80.9185","79945274.0000","80.1286","81.3685","80.1286"
"2013/12/06","80.0028","85919076.0000","80.8271","80.9643","79.9385"
"2013/12/05","81.1287","111600823.0000","81.8071","82.1622","80.9157"
"2013/12/04","80.7143","94279248.0000","80.7857","81.3128","80.1171"
"2013/12/03","80.9031","112338274.0000","79.7571","80.9114","79.6685"
"2013/12/02","78.7471","117918255.0000","79.7143","80.6185","78.6885"
"2013/11/29","79.4385","79532274.0000","78.4971","79.7614","78.2585"
"2013/11/27","77.9943","90644497.0000","76.6157","78.0000","76.2000"
"2013/11/26","76.2000","99957720.0000","74.8743","76.5914","74.8571"
"2013/11/25","74.8200","57270811.0000","74.4314","75.1243","74.4285"
"2013/11/22","74.2571","55833466.0000","74.2171","74.5943","74.0757"
"2013/11/21","74.4480","65382638.0000","73.9428","74.4585","73.3814"
"2013/11/20","73.5714","48459468.0000","74.1757","74.3457","73.4757"
"2013/11/19","74.2214","52105335.0000","74.1471","74.7685","73.9957"
"2013/11/18","74.0898","60997871.0000","74.9985","75.3128","74.0285"
"2013/11/15","74.9987","79339984.0000","75.2257","75.5843","74.9271"
"2013/11/14","75.4514","70401611.0000","74.6871","75.6114","74.5528"
"2013/11/13","74.3763","49154022.0000","74.0000","74.6071","73.8514"
"2013/11/12","74.2871","51067815.0000","73.9528","74.8457","73.8571"
"2013/11/11","74.1497","56747589.0000","74.2843","74.5243","73.4871"
"2013/11/08","74.3657","69617240.0000","73.5114","74.4471","73.2271"
"2013/11/07","73.2131","65542966.0000","74.2257","74.7414","73.1971"
"2013/11/06","74.4171","55716622.0000","74.8785","74.9800","74.0285"
"2013/11/05","75.0641","66243519.0000","74.9400","75.5550","74.7143"
"2013/11/04","75.2500","61011871.0000","74.4428","75.2600","74.1157"
"2013/11/01","74.2900","68524519.0000","74.8600","74.9714","73.6914"
"2013/10/31","74.6717","68774804.0000","75.0000","75.3557","74.4671"
"2013/10/30","74.9851","88125406.0000","74.2300","75.3600","73.8600"
"2013/10/29","73.8111","158499648.0000","76.6100","77.0357","73.5057"
"2013/10/28","75.6965","124205797.0000","75.5771","75.8571","74.7443"
"2013/10/25","75.1368","84316215.0000","75.9021","76.1757","75.0157"
"2013/10/24","75.9871","96004539.0000","75.0000","76.0671","74.6357"
"2013/10/23","74.9943","78237833.0000","74.1428","75.0957","74.1428"
"2013/10/22","74.2668","133200030.0000","75.2007","75.4928","72.5757"
"2013/10/21","74.4803","98700380.0000","73.1100","74.9000","73.0743"
"2013/10/18","72.6985","72195292.0000","72.2843","72.7514","72.2443"
"2013/10/17","72.0714","63116954.0000","71.4257","72.1114","71.3828"
"2013/10/16","71.5877","62449609.0000","71.5414","71.7900","71.3186"
"2013/10/15","71.2400","79715744.0000","71.0721","71.7143","70.7886"
"2013/10/14","70.8628","65216780.0000","69.9757","71.0828","69.9071"
"2013/10/11","70.4017","66797100.0000","69.5700","70.5486","69.3086"
"2013/10/10","69.9483","69186523.0000","70.1886","70.3400","69.5771"
"2013/10/09","69.5126","75304273.0000","69.2343","69.6843","68.3257"
"2013/10/08","68.7057","72260532.0000","69.9914","70.0914","68.6486"
"2013/10/07","69.6786","77889233.0000","69.5086","70.3786","69.3357"
"2013/10/04","69.0043","64638089.0000","69.1228","69.2286","68.3714"
"2013/10/03","69.0586","78802384.0000","70.0728","70.3357","68.6769"
"2013/10/02","69.9371","71799162.0000","69.3757","70.2571","69.1071"
"2013/10/01","69.7086","88194286.0000","68.3500","69.8771","68.3401"
"2013/09/30","68.1071","64764985.0000","68.1786","68.8086","67.7730"
"2013/09/27","68.9643","56787853.0000","69.1114","69.2386","68.6743"
"2013/09/26","69.4600","59050786.0000","69.4286","69.7943","69.1286"
"2013/09/25","68.7900","79011544.0000","69.8857","69.9486","68.7757"
"2013/09/24","69.8714","90481397.0000","70.6971","70.7814","69.6886"
"2013/09/23","70.0914","189942957.0000","70.8714","70.9871","68.9428"
"2013/09/20","66.7728","174425492.0000","68.2857","68.3643","66.5714"
"2013/09/19","67.4714","100811930.0000","67.2428","67.9757","67.0357"
"2013/09/18","66.3828","113636704.0000","66.1686","66.6214","65.8086"
"2013/09/17","65.0457","99704600.0000","63.9943","65.6728","63.9286"
"2013/09/16","64.3028","136563951.0000","65.8571","65.9443","63.8886"
"2013/09/13","66.4143","74495492.0000","67.0486","67.4042","66.3857"
"2013/09/12","67.5271","100856800.0000","66.9286","67.9143","66.5728"
"2013/09/11","66.8157","224172687.0000","66.7157","67.6700","66.4014"
"2013/09/10","70.6628","185372026.0000","72.3143","72.4928","69.9286"
"2013/09/09","72.3100","84479315.0000","72.1428","72.5600","71.9257"
"2013/09/06","71.1743","89482147.0000","71.2057","71.3400","69.9928"
"2013/09/05","70.7528","58779242.0000","71.4643","71.5257","70.5200"
"2013/09/04","71.2416","86016026.0000","71.3657","71.7485","70.8971"
"2013/09/03","69.7971","82966965.0000","70.4428","71.5143","69.6214"
"2013/08/30","69.6023","68053649.0000","70.2857","70.4214","69.5000"
"2013/08/29","70.2428","59804259.0000","70.2357","70.9286","70.1614"
"2013/08/28","70.1280","76746763.0000","69.4286","70.8286","69.4286"
"2013/08/27","69.7986","105846822.0000","71.1428","71.7871","69.4714"
"2013/08/26","71.8528","82354395.0000","71.5357","72.8857","71.5000"
"2013/08/23","71.5743","55559766.0000","71.8957","71.9071","71.3357"
"2013/08/22","71.8514","60866474.0000","72.1400","72.2271","71.1714"
"2013/08/21","71.7657","83783025.0000","71.9414","72.4500","71.6000"
"2013/08/20","71.5814","89508677.0000","72.8157","72.9385","71.5457"
"2013/08/19","72.5343","127401718.0000","72.0485","73.3914","72.0000"
"2013/08/16","71.7614","90314517.0000","71.4500","71.8485","71.2657"
"2013/08/15","71.1300","122386917.0000","70.9171","71.7713","69.8690"
"2013/08/14","71.2143","188427037.0000","71.1257","72.0357","70.4857"
"2013/08/13","69.9386","219450906.0000","67.2771","70.6657","66.8643"
"2013/08/12","66.7657","90984207.0000","65.2657","66.9500","65.2328"
"2013/08/09","64.9214","66643940.0000","65.5200","65.7800","64.8071"
"2013/08/08","65.8586","63939790.0000","66.2650","66.3000","65.4214"
"2013/08/07","66.4257","74622262.0000","66.2571","66.7143","65.9671"
"2013/08/06","66.4643","83703085.0000","66.8600","67.4128","66.0243"
"2013/08/05","67.0643","79577704.0000","66.3843","67.2386","66.0214"
"2013/08/02","66.0771","68411287.0000","65.4300","66.1214","65.2371"
"2013/08/01","65.2394","51386070.0000","65.1076","65.2571","64.7514"
"2013/07/31","64.6471","80624904.0000","64.9986","65.3346","64.2043"
"2013/07/30","64.7600","77240193.0000","64.2800","65.3071","64.1757"
"2013/07/29","63.9700","62006404.0000","62.9714","64.2843","62.8857"
"2013/07/26","62.9986","50020601.0000","62.1857","63.0057","62.0486"
"2013/07/25","62.6428","57358143.0000","62.9571","63.0571","62.2586"
"2013/07/24","62.9300","147906334.0000","62.7043","63.5128","62.1800"
"2013/07/23","59.8557","88619467.0000","60.8571","60.9943","59.8157"
"2013/07/22","60.9014","51912282.0000","61.3514","61.3928","60.7811"
"2013/07/19","60.7071","67137272.0000","61.8714","61.9971","60.6214"
"2013/07/18","61.6797","54658172.0000","61.9114","62.1243","61.5157"
"2013/07/17","61.4728","49737479.0000","61.3857","61.7457","61.1743"
"2013/07/16","61.4564","54028599.0000","60.9314","61.5300","60.5957"
"2013/07/15","61.0628","60473991.0000","60.7157","61.6371","60.6857"
"2013/07/12","60.9300","69863934.0000","61.0928","61.3986","60.4871"
"2013/07/11","61.0411","81567174.0000","60.4214","61.1786","60.1671"
"2013/07/10","60.1043","70064141.0000","59.9428","60.6857","59.7500"
"2013/07/09","60.3357","88135556.0000","59.0857","60.5000","58.6257"
"2013/07/08","59.2928","74476172.0000","60.0157","60.1428","58.6643"
"2013/07/05","59.6314","68482701.0000","60.0557","60.4700","59.3357"
"2013/07/03","60.1143","60232176.0000","60.1228","60.4257","59.6357"
"2013/07/02","59.7843","117427695.0000","58.5657","60.2328","58.4957"
"2013/07/01","58.4600","97736269.0000","57.5271","58.8957","57.3171"
"2013/06/28","56.6471","144584903.0000","55.9086","57.1814","55.5528"
"2013/06/27","56.2543","84237745.0000","57.0357","57.3414","56.2200"
"2013/06/26","56.8671","91911848.0000","57.7000","57.8271","56.5228"
"2013/06/25","57.5186","78533304.0000","57.9571","58.2557","56.9757"
"2013/06/24","57.5057","120047026.0000","58.2000","58.3800","56.8643"
"2013/06/21","59.0714","120212576.0000","59.7843","60.0000","58.3000"
"2013/06/20","59.5483","89321357.0000","59.9000","60.8543","59.3100"
"2013/06/19","60.4286","77690993.0000","61.6286","61.6657","60.4286"
"2013/06/18","61.6814","48375328.0000","61.6514","62.1286","61.4586"
"2013/06/17","61.7143","64784564.0000","61.6343","62.2428","61.4802"
"2013/06/14","61.4357","67955299.0000","62.2000","62.3271","61.2143"
"2013/06/13","62.2807","71449021.0000","61.7857","62.4486","61.2500"
"2013/06/12","61.7414","66270567.0000","62.7857","63.0357","61.6428"
"2013/06/11","62.5143","71515731.0000","62.2486","63.2514","61.9028"
"2013/06/10","62.6986","112489474.0000","63.5328","64.1541","62.4000"
"2013/06/07","63.1158","101081990.0000","62.3571","63.3200","61.8243"
"2013/06/06","62.6371","104167451.0000","63.6386","63.8571","62.0071"
"2013/06/05","63.5871","72524432.0000","63.6643","64.3886","63.3871"
"2013/06/04","64.1871","72575322.0000","64.7457","64.9186","63.9128"
"2013/06/03","64.3886","92900598.0000","64.3900","64.6228","63.2114"
"2013/05/31","64.2478","95688069.0000","64.6428","65.3000","64.2143"
"2013/05/30","64.5114","88354937.0000","63.6643","64.9286","63.5014"
"2013/05/29","63.5643","82553265.0000","62.8571","63.9286","62.7714"
"2013/05/28","63.0627","96311559.0000","64.2714","64.4443","62.9786"
"2013/05/24","63.5928","69009031.0000","62.9786","63.6657","62.9086"
"2013/05/23","63.1628","88239856.0000","62.2786","63.7371","62.2557"
"2013/05/22","63.0506","110682773.0000","63.4357","64.0500","62.6028"
"2013/05/21","62.8086","113917824.0000","62.5928","63.6400","62.0286"
"2013/05/20","63.2757","112529584.0000","61.7014","63.6857","61.4428"
"2013/05/17","61.8943","106966262.0000","62.7214","62.8700","61.5728"
"2013/05/16","62.0826","150737695.0000","60.4628","62.5500","59.8428"
"2013/05/15","61.2643","185168956.0000","62.7371","63.0000","60.3371"
"2013/05/14","63.4086","111617413.0000","64.8357","65.0286","63.1643"
"2013/05/13","64.9628","79216224.0000","64.5014","65.4143","64.5000"
"2013/05/10","64.7100","83615305.0000","65.4243","65.6728","64.3543"
"2013/05/09","65.2528","99448260.0000","65.6871","66.1428","65.0828"
